index,hora,clave,empleado_clave,grupo,salon,dia
9886,N2,20,82863,023,2106,3
9887,N2,20,82863,023,2106,5
9888,N6,20,6689,032,6305,1
9889,N6,20,6689,032,6305,3
9890,N6,20,6689,032,6305,5
9891,N1,620,98475,024,LMH1,2
9892,M4,4,9076,040,6305,4
9893,N4,616,105499,072,4100,6
9894,V1,105,11158,009,4106,4
9895,M4,500,908,011,2302,4
9896,M3,620,93528,004,LMH1,1
9897,M3,620,93528,004,LMH1,3
9898,M3,620,93528,004,LMH1,5
9899,V1,4,4545,024,6304,2
9900,M1,101,2146,003,4207,2
9901,N2,40,97686,028,6302,1
9902,N2,40,97686,028,6302,3
9903,N2,40,97686,028,6302,5
9904,N3,840,91467,016,7202,1
9905,N3,840,91467,016,7202,3
9906,N3,840,91467,016,7202,5
9907,N4,81,96470,038,6302,4
9908,V4,100,11158,054,4107,2
9909,N4,801,19332,009,4203,1
9910,N4,801,19332,009,4203,3
9911,N4,801,19332,009,4203,5
9912,M4,114,4997,008,4113,4
9913,N2,502,5722,029,3106,1
9914,N2,502,5722,029,3106,3
9915,N2,502,5722,029,3106,5
9916,M3,114,93604,003,9204,1
9917,M3,114,93604,003,9204,3
9918,M3,114,93604,003,9204,5
9919,M1,103,3350,005,4107,4
9920,M3,101,2146,005,4205,1
9921,M3,101,2146,005,4205,3
9922,M3,101,2146,005,4205,5
9923,M5,162,15813,007,2102,1
9924,M5,162,15813,007,2102,3
9925,M5,162,15813,007,2102,5
9926,M4,100,981,014,1202,1
9927,M4,100,981,014,1202,3
9928,M4,100,981,014,1202,5
9929,N1,616,105499,59a,4100a,6
9930,V4,616,105499,047,6201,6
9931,M4,838,11670,002,4211,1
9932,M4,838,11670,002,4211,3
9933,M4,838,11670,002,4211,5
9934,M1,616,95499,09a,4100a,5
9935,M1,502,86171,002,9201,1
9936,M1,502,86171,002,9201,3
9937,M1,502,86171,002,9201,5
9938,N2,620,101276,014,5111,1
9939,N2,620,101276,014,5111,3
9940,N2,620,101276,014,5111,5
9941,N5,81,101084,041,2301,1
9942,N5,81,101084,041,2301,3
9943,N5,81,101084,041,2301,5
9944,M6,163,14726,001,9202,1
9945,M6,163,14726,001,9202,3
9946,M6,163,14726,001,9202,5
9947,N5,20,93301,030,6305,1
9948,N5,20,93301,030,6305,3
9949,N5,20,93301,030,6305,5
9950,V5,840,98027,010,SALB,1
9951,V5,840,98027,010,SALB,3
9952,V5,840,98027,010,SALB,5
9953,N1,81,93967,025,1301,1
9954,N1,81,93967,025,1301,3
9955,N1,81,93967,025,1301,5
9956,N4,40,93301,031,9102,2
9957,M3,64,86180,004,1103,1
9958,M3,64,86180,004,1103,3
9959,M3,64,86180,004,1103,5
9960,N5,106,95515,004,4108,1
9961,N5,106,95515,004,4108,3
9962,N5,106,95515,004,4108,5
9963,N4,513,15265,005,5105,2
9964,N4,800,97710,047,3108,4
9965,N4,616,96545,65a,4100a,3
9966,V1,112,93371,005,4103,1
9967,V1,112,93371,005,4103,3
9968,V1,112,93371,005,4103,5
9969,M2,840,92929,004,7207,1
9970,M2,840,92929,004,7207,3
9971,M2,840,92929,004,7207,5
9972,M4,616,60457,016,6201,2
9973,V4,1,FI0363,029,3202,2
9974,V4,1,FI0363,029,3202,3
9975,V4,1,FI0363,029,3202,4
9976,V3,2,93249,030,3202,2
9977,V3,2,93249,030,3202,3
9978,V3,2,93249,030,3202,4
9979,V6,600,60452,023,3202,2
9980,V6,600,60452,023,3202,3
9981,V6,600,60452,023,3202,4
9982,V5,601,82863,032,3202,2
9983,V5,601,82863,032,3202,3
9984,V5,601,82863,032,3202,4
9985,V1,605,103897,022,3202,2
9986,V1,605,103897,022,3202,3
9987,V1,605,103897,022,3202,4
9988,V2,607,84205,024,3202,2
9989,V2,607,84205,024,3202,3
9990,V2,607,84205,024,3202,4
9991,V4,616,60454,048,4100,6
9992,M1,100,92038,031,4110,2
9993,M1,103,100759,006,4106,6
9994,N3,100,4997,060,3205,1
9995,N3,100,4997,060,3205,3
9996,N3,100,4997,060,3205,5
9997,N4,81,60398,040,9301,4
9998,N2,816,95512,014,2300,1
9999,N2,816,95512,014,2300,3
10000,N2,816,95512,014,2300,5
10001,V6,805,91734,016,9103,1
10002,V6,805,91734,016,9103,3
10003,V6,805,91734,016,9103,5
10004,N4,20,6689,026,3101,2
10005,V6,1,6689,036,3305,1
10006,V6,1,6689,036,3305,2
10007,V6,1,6689,036,3305,5
10008,V5,2,98717,016,3305,1
10009,V5,2,98717,016,3305,2
10010,V5,2,98717,016,3305,5
10011,V2,600,96896,019,3305,1
10012,V2,600,96896,019,3305,2
10013,V2,600,96896,019,3305,5
10014,V1,601,82863,015,3305,1
10015,V1,601,82863,015,3305,2
10016,V1,601,82863,015,3305,5
10017,V3,605,93995,023,3305,1
10018,V3,605,93995,023,3305,2
10019,V3,605,93995,023,3305,5
10020,V4,607,100430,027,3305,1
10021,V4,607,100430,027,3305,2
10022,V4,607,100430,027,3305,5
10023,V4,616,93996,041,6201,3
10024,N1,801,100959,008,4212,4
10025,N4,400,16917,051,7120,1
10026,N4,400,16917,051,7120,3
10027,N4,400,16917,051,7120,5
10028,M1,81,104655,001,6305,2
10029,M4,280,85015,002,7222,2
10030,N4,165,93249,007,1101,1
10031,N4,165,93249,007,1101,3
10032,N4,165,93249,007,1101,5
10033,M4,840,98027,023,SALAB,2
10034,V2,100,11158,045,4109,1
10035,V2,100,11158,045,4109,3
10036,V2,100,11158,045,4109,5
10037,N1,6,93998,033,1202,2
10038,N1,492,97051,005,9203,4
10039,V1,495,105408,004,1301,2
10040,N4,768,95511,005,2203,4
10041,N4,400,97331,052,9304,1
10042,N4,400,97331,052,9304,3
10043,N4,400,97331,052,9304,5
10044,N2,849,102500,009,4204,1
10045,N2,849,102500,009,4204,3
10046,N2,849,102500,009,4204,5
10047,M6,101,876,008,4109,1
10048,M6,101,876,008,4109,3
10049,M6,101,876,008,4109,5
10050,M1,231,4265,001,CIS1,1
10051,M1,231,4265,001,CIS1,3
10052,M1,231,4265,001,CIS1,5
10053,N4,327,95181,018,7118,4
10054,N6,301,93601,029,7101,1
10055,N6,301,93601,029,7101,3
10056,N6,301,93601,029,7101,5
10057,V6,706,60467,004,LROB,1
10058,V6,706,60467,004,LROB,3
10059,V6,706,60467,004,LROB,5
10060,N4,21,12995,009,6304,4
10061,V6,840,85810,011,SALB,1
10062,V6,840,85810,011,SALB,3
10063,V6,840,85810,011,SALB,5
10064,N1,620,101276,022,5111,2
10065,M6,114,13923,021,4101,1
10066,M6,114,13923,021,4101,3
10067,M6,114,13923,021,4101,5
10068,V1,616,103478,33a,4100a,5
10069,V6,916,fi9040,048,TUTO,2
10070,V1,100,92552,037,4105,2
10071,N6,231,10673,010,CIS2,1
10072,N6,231,10673,010,CIS2,3
10073,N6,231,10673,010,CIS2,5
10074,N4,150,94868,035,4113,2
10075,N4,4,93303,037,6306,4
10076,N1,405,101940,021,7108,1
10077,N1,405,101940,021,7108,3
10078,N1,405,101940,021,7108,5
10079,N1,1,83883,040,3201,1
10080,N1,1,83883,040,3201,3
10081,N1,1,83883,040,3201,4
10082,N4,158,2920,016,4110,4
10083,N4,20,91710,028,2202,4
10084,V4,404,103677,042,7120,4
10085,N1,105,18798,014,1301,4
10086,M1,840,92851,001,CIS2,1
10087,M1,840,92851,001,CIS2,3
10088,M1,840,92851,001,CIS2,5
10089,V3,605,86135,024,3204,1
10090,V3,605,86135,024,3204,3
10091,V3,605,86135,024,3204,5
10092,V1,600,93248,017,3102,1
10093,V1,600,93248,017,3102,3
10094,V1,600,93248,017,3102,5
10095,N5,327,84480,010,9105,1
10096,N5,327,84480,010,9105,3
10097,N5,327,84480,010,9105,5
10098,N4,301,93601,026,7102,4
10099,V4,327,13393,024,7102,1
10100,V4,327,13393,024,7102,3
10101,V4,327,13393,024,7102,5
10102,V2,500,92608,019,1303,1
10103,V2,500,92608,019,1303,3
10104,V2,500,92608,019,1303,5
10105,N3,502,100554,019,5102,1
10106,N3,502,100554,019,5102,3
10107,N3,502,100554,019,5102,5
10108,N1,616,93694,58a,6201a,5
10109,N4,150,95500,037,2105,4
10110,N4,168,96198,007,4208,4
10111,N1,840,95168,013,SALB,4
10112,V6,702,101276,006,1203,1
10113,V6,702,101276,006,1203,3
10114,V6,702,101276,006,1203,5
10115,V2,916,fi9200,002,2206,2
10116,M5,105,92552,018,4109,1
10117,M5,105,92552,018,4109,3
10118,M5,105,92552,018,4109,5
10119,N4,616,60454,69a,6201a,5
10120,V1,916,fi9000,001,2206,3
10121,N4,168,FI3410,009,4211,4
10122,N1,816,95512,010,2300,4
10123,V4,4,93303,026,2202,2
10124,V4,1,95337,031,3102,1
10125,V4,1,95337,031,3102,3
10126,V4,1,95337,031,3102,5
10127,V5,2,93995,037,3102,1
10128,V5,2,93995,037,3102,3
10129,V5,2,93995,037,3102,5
10130,V6,601,100430,037,3102,1
10131,V6,601,100430,037,3102,3
10132,V6,601,100430,037,3102,5
10133,V2,605,93371,021,3102,1
10134,V2,605,93371,021,3102,3
10135,V2,605,93371,021,3102,5
10136,V3,607,99619,025,3102,1
10137,V3,607,99619,025,3102,3
10138,V3,607,99619,025,3102,5
10139,M4,616,60457,020,6201,4
10140,M6,502,93599,017,2106,1
10141,M6,502,93599,017,2106,3
10142,M6,502,93599,017,2106,5
10143,M2,5,14669,005,6302,1
10144,M2,5,14669,005,6302,3
10145,M2,5,14669,005,6302,5
10146,V4,62,85107,006,1202,2
10147,V1,106,86180,011,1103,1
10148,V1,106,86180,011,1103,3
10149,V1,106,86180,011,1103,5
10150,V6,610,85674,005,4112,1
10151,V6,610,85674,005,4112,3
10152,V6,610,85674,005,4112,5
10153,V6,81,95588,023,6304,1
10154,V6,81,95588,023,6304,3
10155,V6,81,95588,023,6304,5
10156,V4,81,86370,021,6303,2
10157,N4,620,106781,023,LMH1,2
10158,V1,616,fi9520,31b,4100b,4
10159,M1,550,98613,003,1301,4
10160,N4,611,95508,037,1102,4
10161,N1,916,fi9010,043,TUTO,4
10162,N4,4,97686,035,6302,2
10163,V1,608,19300,015,2301,1
10164,V1,608,19300,015,2301,3
10165,V1,608,19300,015,2301,5
10166,M6,158,84614,003,4206,1
10167,M6,158,84614,003,4206,3
10168,M6,158,84614,003,4206,5
10169,M3,619,3882,001,5111,1
10170,M3,619,3882,001,5111,3
10171,M3,619,3882,001,5111,5
10172,V2,916,fi9040,016,2206,4
10173,V2,600,91734,020,3204,1
10174,V2,600,91734,020,3204,3
10175,V2,600,91734,020,3204,5
10176,M1,62,92984,001,6304,2
10177,M4,219,92851,003,2205,4
10178,M5,259,103765,009,2301,1
10179,M5,259,103765,009,2301,3
10180,M5,259,103765,009,2301,5
10181,M1,318,105528,009,LME3,1
10182,M1,318,105528,009,LME3,3
10183,M1,318,105528,009,LME3,5
10184,M6,404,101275,028,7107,1
10185,M6,404,101275,028,7107,3
10186,M6,404,101275,028,7107,5
10187,M2,608,11659,002,2204,1
10188,M2,608,11659,002,2204,3
10189,M2,608,11659,002,2204,5
10190,M3,219,10616,001,9302,1
10191,M3,219,10616,001,9302,3
10192,M3,219,10616,001,9302,5
10193,M4,259,82741,004,1301,1
10194,M4,259,82741,004,1301,3
10195,M4,259,82741,004,1301,5
10196,M5,318,97878,026,LME3,1
10197,M5,318,97878,026,LME3,3
10198,M5,318,97878,026,LME3,5
10199,V2,219,10616,006,9203,1
10200,V2,219,10616,006,9203,3
10201,V2,219,10616,006,9203,5
10202,V5,222,95821,010,7215,1
10203,V5,222,95821,010,7215,3
10204,V5,222,95821,010,7215,5
10205,V1,259,82741,006,2203,1
10206,V1,259,82741,006,2203,3
10207,V1,259,82741,006,2203,5
10208,V6,318,85690,013,LME-4,1
10209,V6,318,85690,013,LME-4,3
10210,V6,318,85690,013,LME-4,5
10211,N1,404,85692,038,1203,1
10212,N1,404,85692,038,1203,3
10213,N1,404,85692,038,1203,5
10214,V3,608,103747,018,1204,1
10215,V3,608,103747,018,1204,3
10216,V3,608,103747,018,1204,5
10217,M4,841,85694,003,4211,2
10218,N3,401,93247,001,7111,1
10219,N3,401,93247,001,7111,3
10220,N3,401,93247,001,7111,5
10221,M5,608,15473,010,2303,1
10222,M5,608,15473,010,2303,3
10223,M5,608,15473,010,2303,5
10224,V3,6,93967,005,1201,1
10225,V3,6,93967,005,1201,3
10226,V3,6,93967,005,1201,5
10227,M1,479,98484,003,2106,2
10228,M4,495,105408,003,1203,2
10229,M2,520,92849,001,9202,1
10230,M2,520,92849,001,9202,3
10231,M2,520,92849,001,9202,5
10232,N1,732,105589,005,9205,2
10233,N5,766,104659,009,SALAB,1
10234,N5,766,104659,009,SALAB,3
10235,N5,766,104659,009,SALAB,5
10236,M3,768,92631,001,2300,1
10237,M3,768,92631,001,2300,3
10238,M3,768,92631,001,2300,5
10239,V1,62,93303,005,6306,4
10240,M6,270,95821,001,salab,1
10241,M6,270,95821,001,salab,3
10242,M6,270,95821,001,salab,5
10243,V4,272,102500,001,1104,2
10244,M1,832,13389,004,INFA,2
10245,N4,846,102557,001,4202,2
10246,N1,850,95506,002,4203,1
10247,N1,850,95506,002,4203,3
10248,N1,850,95506,002,4203,5
10249,M2,237,93511,011,1102,1
10250,M2,237,93511,011,1102,3
10251,M2,237,93511,011,1102,5
10252,N1,478,97980,001,FMED,4
10253,M5,493,60467,003,2204,1
10254,M5,493,60467,003,2204,3
10255,M5,493,60467,003,2204,5
10256,M6,520,92849,004,1205,1
10257,M6,520,92849,004,1205,3
10258,M6,520,92849,004,1205,5
10259,V1,768,FI0822,002,1204,4
10260,V4,536,106779,001,H205,5
10261,N2,537,101510,004,H202,3
10262,V4,538,85016,003,H205,4
10263,N4,548,106519,002,HPLM1,1
10264,N1,556,101297,001,H204,2
10265,V3,559,FI0075,002,H204,2
10266,M1,772,19380,002,sab1,6
10267,M4,209,85008,003,7207,1
10268,M4,209,85008,003,7207,3
10269,M4,209,85008,003,7207,5
10270,V4,266,98799,003,2204,2
10271,V4,520,92849,002,1205,1
10272,V4,520,92849,002,1205,3
10273,V4,520,92849,002,1205,5
10274,N1,767,86183,003,2304,1
10275,N1,767,86183,003,2304,3
10276,N1,767,86183,003,2304,5
10277,V1,5,93121,031,1304,2
10278,N5,309,92155,003,LSUB,1
10279,N5,309,92155,003,LSUB,3
10280,N5,309,92155,003,LSUB,5
10281,N3,331,95166,004,LME1,1
10282,N3,331,95166,004,LME1,3
10283,N3,331,95166,004,LME1,5
10284,N4,493,92466,018,2107,4
10285,N6,508,85018,004,9102,1
10286,N6,508,85018,004,9102,3
10287,N6,508,85018,004,9102,5
10288,N2,509,92849,004,1305,1
10289,N2,509,92849,004,1305,3
10290,N2,509,92849,004,1305,5
10291,N4,729,2371,009,7203,1
10292,N4,729,2371,009,7203,3
10293,N4,729,2371,009,7203,5
10294,V1,62,93303,004,2303,2
10295,M2,234,85015,001,SALB,1
10296,M2,234,85015,001,SALB,3
10297,M2,234,85015,001,SALB,5
10298,M4,238,83205,001,7204,1
10299,M4,238,83205,001,7204,3
10300,M4,238,83205,001,7204,5
10301,M4,244,95168,001,ele2,2
10302,M6,275,83205,001,7204,1
10303,M6,275,83205,001,7204,3
10304,M6,275,83205,001,7204,5
10305,M4,278,95821,007,7215,4
10306,M1,282,85015,001,7204,2
10307,N2,538,85016,004,H203,1
10308,N4,548,103763,001,HPLM2,2
10309,N2,556,101297,002,H203,4
10310,V3,559,103745,001,H206,2
10311,N5,772,19378,022,4444,2
10312,M1,6,60216,002,1104,2
10313,M4,223,13397,002,7223,2
10314,M2,311,fi9040,004,2303,1
10315,M2,311,fi9040,004,2303,3
10316,M2,311,fi9040,004,2303,5
10317,N1,314,97373,003,LLIN,2
10318,N4,5,103896,040,6304,2
10319,N1,6,92984,036,6302,2
10320,N4,733,16029,004,9103,4
10321,V1,6,93998,004,1203,1
10322,V1,6,93998,004,1203,3
10323,V1,6,93998,004,1203,5
10324,M4,278,95821,006,7215,2
10325,M1,495,91861,006,1305,4
10326,V1,732,105589,004,1203,4
10327,M2,767,8019,001,5101,1
10328,M2,767,8019,001,5101,3
10329,M2,767,8019,001,5101,5
10330,V1,224,13397,003,7222,2
10331,M4,234,85015,002,SMO,1
10332,M4,234,85015,002,SMO,3
10333,M4,234,85015,002,SMO,5
10334,M2,235,12870,006,CIS4,1
10335,M2,235,12870,006,CIS4,3
10336,M2,235,12870,006,CIS4,5
10337,M1,282,85015,003,SMO,4
10338,M1,283,101476,001,7207,2
10339,M5,284,92850,003,VIDE,1
10340,M5,284,92850,003,VIDE,3
10341,M5,284,92850,003,VIDE,5
10342,V1,495,92928,002,1102,4
10343,M4,766,1657,004,7203,1
10344,M4,766,1657,004,7203,3
10345,M4,766,1657,004,7203,5
10346,M4,768,FI0822,003,1303,4
10347,M4,5,19109,012,6303,2
10348,M4,411,104105,005,1204,1
10349,M4,411,104105,005,1204,3
10350,M4,411,104105,005,1204,5
10351,M3,414,7501,002,2103,1
10352,M3,414,7501,002,2103,3
10353,M3,414,7501,002,2103,5
10354,M2,506,2284,001,2202,1
10355,M2,506,2284,001,2202,3
10356,M2,506,2284,001,2202,5
10357,M1,729,101856,019,7222,1
10358,M1,729,101856,019,7222,3
10359,M1,729,101856,019,7222,5
10360,V4,281,84394,002,7222,2
10361,N3,479,98484,002,2103,1
10362,N3,479,98484,002,2103,3
10363,N3,479,98484,002,2103,5
10364,N1,495,105408,007,2101,2
10365,N1,732,105589,006,2105,4
10366,V6,767,86183,002,1301,1
10367,V6,767,86183,002,1301,3
10368,V6,767,86183,002,1301,5
10369,N1,768,95511,006,4108,1
10370,N1,768,95511,006,4108,3
10371,N1,768,95511,006,4108,5
10372,M1,248,95472,007,7203,4
10373,V1,251,101856,003,7203,1
10374,V1,251,101856,003,7203,3
10375,V1,251,101856,003,7203,5
10376,M4,257,18358,001,7208,1
10377,M4,257,18358,001,7208,3
10378,M4,257,18358,001,7208,5
10379,M5,729,85681,017,1102,1
10380,M5,729,85681,017,1102,3
10381,M5,729,85681,017,1102,5
10382,M4,738,91460,001,7202,4
10383,N4,535,105885,003,H205,3
10384,N2,537,104107,002,H205,1
10385,V4,538,85016,001,H204,1
10386,N4,547,106478,002,H301,2
10387,M4,557,105590,001,H206,6
10388,V4,559,FI0075,004,H202,4
10389,N1,565,101512,001,H205,2
10390,N4,106,99370,018,1304,4
10391,N4,331,94965,001,9303,2
10392,N1,412,93247,004,ldin,4
10393,N4,493,92466,021,5101,1
10394,N4,493,92466,021,5101,3
10395,N4,493,92466,021,5101,5
10396,N1,506,97049,002,1101,1
10397,N1,506,97049,002,1101,3
10398,N1,506,97049,002,1101,5
10399,N3,729,14525,007,7203,1
10400,N3,729,14525,007,7203,3
10401,N3,729,14525,007,7203,5
10402,N6,513,11327,006,2107,1
10403,N6,513,11327,006,2107,3
10404,N6,513,11327,006,2107,5
10405,V4,5,86180,022,1103,2
10406,N3,310,9221,004,LME2,1
10407,N3,310,9221,004,LME2,3
10408,N3,310,9221,004,LME2,5
10409,N4,313,5726,004,LME-3,1
10410,N4,313,5726,004,LME-3,3
10411,N4,313,5726,004,LME-3,5
10412,M6,493,60467,008,1304,1
10413,M6,493,60467,008,1304,3
10414,M6,493,60467,008,1304,5
10415,N6,729,14525,014,7203,1
10416,N6,729,14525,014,7203,3
10417,N6,729,14525,014,7203,5
10418,N1,209,103199,006,7204,1
10419,N1,209,103199,006,7204,3
10420,N1,209,103199,006,7204,5
10421,M1,237,82757,001,ELEC2,1
10422,M1,237,82757,001,ELEC2,3
10423,M1,237,82757,001,ELEC2,5
10424,N1,266,98799,002,9205,4
10425,M4,495,92928,001,2101,4
10426,M4,309,19311,001,2104,4
10427,M3,311,fi9080,005,LIAT,1
10428,M3,311,fi9080,005,LIAT,3
10429,M3,311,fi9080,005,LIAT,5
10430,N1,313,5726,001,LME3,1
10431,N1,313,5726,001,LME3,3
10432,N1,313,5726,001,LME3,5
10433,M2,414,7501,001,1302,1
10434,M2,414,7501,001,1302,3
10435,M2,414,7501,001,1302,5
10436,V3,493,85344,017,5101,1
10437,V3,493,85344,017,5101,3
10438,V3,493,85344,017,5101,5
10439,M4,729,85681,016,7223,1
10440,M4,729,85681,016,7223,3
10441,M4,729,85681,016,7223,5
10442,V6,5,93121,025,1204,1
10443,V6,5,93121,025,1204,3
10444,V6,5,93121,025,1204,5
10445,N4,332,95166,003,2204,1
10446,N4,332,95166,003,2204,3
10447,N4,332,95166,003,2204,5
10448,N5,401,102333,014,2102,1
10449,N5,401,102333,014,2102,3
10450,N5,401,102333,014,2102,5
10451,N4,403,98794,012,2201,2
10452,N4,512,100107,007,9102,4
10453,N6,608,11659,032,3206,1
10454,N6,608,11659,032,3206,3
10455,N6,608,11659,032,3206,5
10456,M6,310,96963,001,LLIM,1
10457,M6,310,96963,001,LLIM,3
10458,M6,310,96963,001,LLIM,5
10459,N4,729,84456,010,7202,2
10460,N4,267,100430,003,3101,4
10461,N2,536,100107,003,H206,5
10462,M1,5,83833,003,6304,4
10463,N2,532,85016,003,H206,4
10464,N2,534,106307,004,H203,5
10465,N2,553,100107,003,H206,1
10466,N2,554,106309,005,H202,2
10467,V4,555,93697,004,H206,3
10468,N2,558,106309,002,H203,3
10469,N4,6,94990,027,1103,4
10470,M1,408,8019,001,5101,1
10471,M1,408,8019,001,5101,3
10472,M1,408,8019,001,5101,5
10473,N2,534,FI0051,003,H204,5
10474,N2,537,101510,001,H301,1
10475,N3,543,106478,001,H201,3
10476,N2,553,100107,002,H206,2
10477,V4,554,103674,002,H202,1
10478,V1,558,100476,001,2102,3
10479,M4,5,18099,014,1104,4
10480,N4,6,91467,024,3201,2
10481,M4,209,17314,015,7206,2
10482,N4,733,105589,006,3105,4
10483,N1,6,60216,013,6306,4
10484,N2,220,91467,011,7223,1
10485,N2,220,91467,011,7223,3
10486,N2,220,91467,011,7223,5
10487,N3,222,100485,012,7223,1
10488,N3,222,100485,012,7223,3
10489,N3,222,100485,012,7223,5
10490,N1,404,85756,016,9205,1
10491,N1,404,85756,016,9205,3
10492,N1,404,85756,016,9205,5
10493,N5,504,93244,015,9101,1
10494,N5,504,93244,015,9101,3
10495,N5,504,93244,015,9101,5
10496,N2,331,95166,003,3107,1
10497,N2,331,95166,003,3107,3
10498,N2,331,95166,003,3107,5
10499,N1,413,95541,002,7107,2
10500,N1,416,97692,005,3203,1
10501,N1,416,97692,005,3203,3
10502,N1,416,97692,005,3203,5
10503,N3,493,92466,014,1102,1
10504,N3,493,92466,014,1102,3
10505,N3,493,92466,014,1102,5
10506,N4,729,84456,008,7205,1
10507,N4,729,84456,008,7205,3
10508,N4,729,84456,008,7205,5
10509,M2,64,86180,002,1103,1
10510,M2,64,86180,002,1103,3
10511,M2,64,86180,002,1103,5
10512,N2,843,95184,001,2104,1
10513,N2,843,95184,001,2104,3
10514,N2,843,95184,001,2104,5
10515,M1,845,13389,001,4200,1
10516,M1,845,13389,001,4200,3
10517,M1,845,13389,001,4200,5
10518,N1,847,99718,001,1202,4
10519,N4,404,85756,024,1103,2
10520,M4,5,18099,010,1205,2
10521,V1,104,17264,006,9102,4
10522,M4,107,60355,009,4106,4
10523,M4,119,95755,006,4102,1
10524,M4,119,95755,006,4102,3
10525,M4,119,95755,006,4102,5
10526,V1,737,86178,001,LMH2,1
10527,V1,737,86178,001,LMH2,3
10528,V1,737,86178,001,LMH2,5
10529,N1,61,82863,002,3201,2
10530,N1,173,98080,004,4205,4
10531,V5,772,95170,006,sab,6
10532,N4,812,98080,001,4106,4
10533,N5,813,85674,004,4113,1
10534,N5,813,85674,004,4113,3
10535,N5,813,85674,004,4113,5
10536,V4,64,97686,016,6301,2
10537,N1,138,95827,008,9304,1
10538,N1,138,95827,008,9304,3
10539,N1,138,95827,008,9304,5
10540,M4,810,95512,002,2300,2
10541,N2,818,85674,003,4112,1
10542,N2,818,85674,003,4112,3
10543,N2,818,85674,003,4112,5
10544,V6,819,98080,006,4111,1
10545,V6,819,98080,006,4111,3
10546,V6,819,98080,006,4111,5
10547,N4,831,4389,006,1303,1
10548,N4,831,4389,006,1303,3
10549,N4,831,4389,006,1303,5
10550,M1,479,8019,001,LVIS,2
10551,V1,732,105589,003,1105,2
10552,M4,81,95588,009,6303,4
10553,N4,406,94865,005,2102,2
10554,V4,411,104105,010,7117,4
10555,N1,414,85007,003,LVIB,4
10556,N4,530,9221,006,LME1,1
10557,N4,530,9221,006,LME1,3
10558,N4,530,9221,006,LME1,5
10559,N1,729,2371,002,7205,1
10560,N1,729,2371,002,7205,3
10561,N1,729,2371,002,7205,5
10562,M1,6,18099,034,1103,4
10563,N5,272,102500,003,4208,1
10564,N5,272,102500,003,4208,3
10565,N5,272,102500,003,4208,5
10566,N4,843,95511,002,3103,2
10567,M4,845,13389,002,4200,1
10568,M4,845,13389,002,4200,3
10569,M4,845,13389,002,4200,5
10570,M1,847,101996,003,AUD4,1
10571,M1,847,101996,003,AUD4,3
10572,M1,847,101996,003,AUD4,5
10573,N6,140,19101,005,9103,1
10574,N6,140,19101,005,9103,3
10575,N6,140,19101,005,9103,5
10576,V6,171,93989,007,4207,1
10577,V6,171,93989,007,4207,3
10578,V6,171,93989,007,4207,5
10579,N2,172,98080,003,1202,1
10580,N2,172,98080,003,1202,3
10581,N2,172,98080,003,1202,5
10582,N4,181,99718,005,4113,4
10583,N5,820,6405,006,4204,1
10584,N5,820,6405,006,4204,3
10585,N5,820,6405,006,4204,5
10586,N4,824,82642,004,1205,2
10587,N3,830,91451,002,INFA,1
10588,N3,830,91451,002,INFA,3
10589,N3,830,91451,002,INFA,5
10590,N1,106,86180,013,1103,2
10591,N5,311,85183,012,2103,1
10592,N5,311,85183,012,2103,3
10593,N5,311,85183,012,2103,5
10594,N3,506,97049,004,2205,1
10595,N3,506,97049,004,2205,3
10596,N3,506,97049,004,2205,5
10597,N2,512,102958,005,9102,1
10598,N2,512,102958,005,9102,3
10599,N2,512,102958,005,9102,5
10600,N1,729,14525,003,7208,1
10601,N1,729,14525,003,7208,3
10602,N1,729,14525,003,7208,5
10603,N4,6,101148,023,1204,2
10604,V1,237,91467,006,7223,4
10605,N1,733,16029,003,9204,4
10606,N4,412,94865,003,7107,1
10607,N4,412,94865,003,7107,3
10608,N4,412,94865,003,7107,5
10609,V4,493,60467,009,1304,1
10610,V4,493,60467,009,1304,3
10611,V4,493,60467,009,1304,5
10612,N2,506,86183,003,LLUB,1
10613,N2,506,86183,003,LLUB,3
10614,N2,506,86183,003,LLUB,5
10615,M6,512,2284,004,2303,1
10616,M6,512,2284,004,2303,3
10617,M6,512,2284,004,2303,5
10618,N2,404,85692,039,3203,1
10619,N2,404,85692,039,3203,3
10620,N2,404,85692,039,3203,5
10621,V2,504,6173,008,2203,1
10622,V2,504,6173,008,2203,3
10623,V2,504,6173,008,2203,5
10624,N5,608,11659,031,3206,1
10625,N5,608,11659,031,3206,3
10626,N5,608,11659,031,3206,5
10627,N3,309,97325,004,5103,1
10628,N3,309,97325,004,5103,3
10629,N3,309,97325,004,5103,5
10630,N1,310,9221,002,LME1,1
10631,N1,310,9221,002,LME1,3
10632,N1,310,9221,002,LME1,5
10633,N1,493,106781,005,2104,4
10634,N5,772,19378,021,4444,1
10635,M1,139,102662,002,4106,2
10636,M3,608,5470,005,3104,1
10637,M3,608,5470,005,3104,3
10638,M3,608,5470,005,3104,5
10639,N1,535,105885,001,H301,4
10640,N4,557,105590,004,H204,1
10641,V4,562,93693,003,H301,1
10642,V2,504,92849,006,1302,1
10643,V2,504,92849,006,1302,3
10644,V2,504,92849,006,1302,5
10645,V2,332,97878,001,LME-2,1
10646,V2,332,97878,001,LME-2,3
10647,V2,332,97878,001,LME-2,5
10648,M4,403,10143,004,7119,2
10649,M1,504,97049,002,2101,1
